Question and Choices,Answer
"Based on the question about person, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What does a person who is a gardener have?
A. own house
B. contribution to society
C. food
D. ride horses
E. green thumb",the correct choice is E which is green thumb.
"Based on the question about competing, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
She was competing, but felt inadequate, what did she apply to improve performance?
A. steroids
B. anger
C. increased effort
D. adrenaline rush
E. vain thoughts",the correct choice is C which is increased effort.
"Based on the question about ceiling, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
The glass ceiling was a what, that wasn't enough to defeat her opponent?
A. building
B. leak
C. loft
D. sag
E. metaphor",the correct choice is E which is metaphor.
"Based on the question about pass course, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
If he did not pass course this semester he would have to what?
A. learn
B. fail
C. get certificate
D. go back to
E. feel proud",the correct choice is D which is go back to.
"Based on the question about booking office, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where could you find one booking office?
A. city
B. bank
C. building
D. mall
E. england",the correct choice is C which is building.
"Based on the question about friend, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where do people typically make a friend as an adult?
A. at school
B. neighbor's house
C. at a bar
D. workplace
E. unexpected place",the correct choice is D which is workplace.
"Based on the question about eating hamburger, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
She choked while eating hamburger, what was the result?
A. satisfaction
B. yum
C. gas
D. death
E. gain weight",the correct choice is D which is death.
"Based on the question about sponge, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
When I have a sponge, but am unsure of where to use it, where should I use it?
A. wet surface
B. clean dishes
C. collect water
D. hold water
E. wet surface",the correct choice is A which is wet surface.
"Based on the question about tickets, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Sally bought tickets to the event and headed out.  She was a fan, though some people found it boring and loud.  She liked watching them go around.  Where is Sally going?
A. train station
B. opera
C. show
D. dance
E. race track",the correct choice is E which is race track.
"Based on the question about driving car, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What is something someone driving a car needs even to begin?
A. practice
B. feet
C. sight
D. keys
E. open car door",the correct choice is C which is sight.
"Based on the question about now, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
James needed the tools now.  He wished he had remembered to pack them when?
A. later
B. other time
C. tomorrow
D. then
E. broke",the correct choice is D which is then.
"Based on the question about seating, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Seating is usually thought to be best in the center of the room, about halfway back, in what place?
A. bus depot
B. rest area
C. theatre
D. church
E. classroom",the correct choice is C which is theatre.
"Based on the question about cogitate, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
She would cogitate over every little thing, she was what?
A. obsessive compulsive
B. sit quietly
C. sit and think
D. have brain
E. schizophrenic",the correct choice is A which is obsessive compulsive.
"Based on the question about soccer field, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What North American country really likes watching matches on a soccer field?
A. playground
B. canada
C. outside
D. mexico
E. park",the correct choice is D which is mexico.
"Based on the question about coast, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
The peninsula and panhandle make for a long coast, this is why many people like to vacation or retire where?
A. united states
B. florida
C. country
D. where it is hot
E. california",the correct choice is B which is florida.
"Based on the question about theory, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
A theory requires that the hypothesis be what?
A. practice
B. practical
C. fact
D. operable
E. practise",the correct choice is B which is practical.
"Based on the question about birth control pill, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where do you buy your birth control pills?
A. woman's purse
B. riley's
C. drug store
D. medicine cabinet
E. bedroom",the correct choice is C which is drug store.
"Based on the question about roadway, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
The roadway passed a sign and gate house, what was behind the gatehouse?
A. city
B. narnia
C. subdivision
D. neighborhood
E. countryside",the correct choice is C which is subdivision.
"Based on the question about forest, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
The forests were depleting everywhere, what does this negatively affect?
A. woodcutting
B. countryside
C. south america
D. earth
E. national park",the correct choice is D which is earth.
"Based on the question about electricity, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What store is likely to have a non-functioning train as a result of electricity loss?
A. train station
B. church
C. basement
D. rest area
E. toy store",the correct choice is E which is toy store.
"Based on the question about playing games, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Bailey liked playing games against other people.  He found it exhilarating.  What might Bailey like about games?
A. arguments
B. anger
C. learning
D. relaxation
E. competitiveness",the correct choice is E which is competitiveness.
"Based on the question about words, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where are you likely to find just a few words?
A. books
B. sentence
C. newspaper
D. mouth
E. ring true",the correct choice is B which is sentence.
"Based on the question about uncle, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Her brother and sister-in-law were coming to visit, she told the kids that uncle and who were coming?
A. aunty
B. boy
C. niece
D. most families
E. falling down",the correct choice is A which is aunty.
"Based on the question about have food, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What would you do if you see food on a plate?
A. clean
B. cook
C. hunt
D. hungry
E. eat",the correct choice is E which is eat.
"Based on the question about dancing, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Jenny was stuck at home most of the time without anyone to talk to.  She went dancing because she wanted to do what?
A. meeting people
B. fatigue
C. having fun
D. intercourse
E. pick up her next victim",the correct choice is A which is meeting people.
"Based on the question about cloth, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where would you find cloth to sleep on?
A. kitchen
B. linen closet
C. fabric store
D. bedroom
E. garage",the correct choice is D which is bedroom.
"Based on the question about small dog, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
A small dog is lost in Copenhagen, what is the dogs likely nationality?
A. denmark
B. new hampshire
C. backyard
D. danish
E. coffin",the correct choice is A which is denmark.
"Based on the question about socialising, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
James was not good at socializing but he didn't care.  He just wanted to do what?
A. instagating
B. trouble
C. have fun
D. making friends
E. anxiety",the correct choice is C which is have fun.
"Based on the question about anemone, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What sort of wet area does an anemone inhabit?
A. wet pool
B. tidal basin
C. vase of flowers
D. tide pool
E. field of flowers",the correct choice is B which is tidal basin.
"Based on the question about ticket office, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What could you find moving in a ticket office?
A. humans
B. movie theaters
C. city
D. animals
E. stadium",the correct choice is A which is humans.
"Based on the question about house, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What is normally the first room as you enter your house?
A. master suite
B. bathroom
C. basement
D. rooms
E. living room",the correct choice is E which is living room.
"Based on the question about chatting with friends, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
If you are chatting with friends, and you think the same thing as what your friends say, what has happened?
A. communication
B. answers
C. magic
D. happiness
E. agreement",the correct choice is E which is agreement.
"Based on the question about tennis court, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
The tennis court enjoyed older, more refined clientele, where was it located?
A. wimbledon
B. park
C. health club
D. high school
E. college campus",the correct choice is C which is health club.
"Based on the question about world, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where is the world known to be a part of?
A. a fraud
B. countries
C. universe
D. galaxy
E. thought",the correct choice is C which is universe.
"Based on the question about light bulb, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where are light bulbs frequently found?
A. basement
B. house
C. theatre
D. room
E. lamp",the correct choice is D which is room.
"Based on the question about seeing idea become reality, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
If one is neutral with regards to seeing idea become reality what would they most likely feel?
A. fulfilling
B. elation
C. accomplished
D. feeling good
E. being satisfied",the correct choice is E which is being satisfied.
"Based on the question about french restaurant, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
He thought it was appropriate to visit a french restaurant after the ice hockey game while visiting what famous bilingual city?
A. nyc
B. big city
C. wine
D. snow
E. montreal",the correct choice is E which is montreal.
"Based on the question about jelly, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
The jelly was opened and likely to spoil, where should someone put it?
A. away
B. jar
C. donuts
D. peanut butter
E. refrigerator",the correct choice is E which is refrigerator.
"Based on the question about boredom, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
The rich kids suffered from boredom, one suggested heading up to his parents lodge and that they what?
A. hang out at bar
B. play games
C. skateboard
D. have dinner
E. go skiing",the correct choice is E which is go skiing.
"Based on the question about dogs, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Humans are said to have this thing, but dogs are thought not to have it, What is it?
A. no consciousness
B. bones
C. tongue hanging out
D. pointed ears
E. bad breath",the correct choice is A which is no consciousness.
"Based on the question about orchestra pit, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Bob rested his bottom on a chair in the orchestra pit.  A bottom is also called what?
A. auditorium
B. chin
C. butt
D. opera house
E. theatre",the correct choice is C which is butt.
"Based on the question about tennis court, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
John wanted to play tennis.  He thought he might be able to find a tennis court somewhere. Where might he look?
A. park
B. town
C. venus williams
D. wimbledon
E. michigan",the correct choice is A which is park.
"Based on the question about newspaper, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where the newspaper landed if not on the porch?
A. roof
B. front door
C. lawn
D. subway
E. library",the correct choice is C which is lawn.
"Based on the question about climbing, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
He was climbing higher and higher, what was he scared of as he got higher?
A. exhaustion
B. accomplishment
C. eagles
D. exhilaration
E. falling down",the correct choice is E which is falling down.
"Based on the question about eating lunch, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
A person is done eating lunch, why have they likely stopped?
A. there is no more food
B. sleepiness
C. satisfy hunger
D. feel full
E. feel sleepy",the correct choice is D which is feel full.
"Based on the question about winning baseball game, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What might happen after winning a baseball game?
A. joy
B. celebration
C. pride
D. in good spirits
E. happiness",the correct choice is B which is celebration.
"Based on the question about cabinets, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Sally checked her undersink and oversink cabinets to see where they were make.  Where might they have been made?
A. pantry
B. mexico
C. texas
D. planes
E. kitchen",the correct choice is B which is mexico.
"Based on the question about real estate agent, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What kind of real estate agent would sell a house for less than what it is worth?
A. incompetent
B. manipulate
C. fib
D. charming
E. exaggerate",the correct choice is A which is incompetent.
"Based on the question about snake, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where is a snake unlikely to be welcome?
A. hollow log
B. arid climate
C. petting zoo
D. ocean
E. tropical forest",the correct choice is C which is petting zoo.
"Based on the question about drinking, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What is the purpose of drinking water?
A. swallow
B. headaches
C. hydration
D. hunger
E. vomiting",the correct choice is C which is hydration.
"Based on the question about small dog, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
The small dog was something of a homebody, it loved naps on the couch where?
A. big house
B. dog show
C. small apartment
D. limousine
E. living room",the correct choice is E which is living room.
"Based on the question about rest, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Sam needed to rest after a long day of work, but he didn't have time to sleep.   So instead he just went to the couch.  What might he do on the couch?
A. pig out
B. lay down
C. go to bed
D. slow pace
E. relax",the correct choice is B which is lay down.
"Based on the question about alabama, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Alabama has to consider a hurricane once in awhile as it is one of the whats?
A. gulf states
B. united states
C. seaport
D. alabama
E. deep south",the correct choice is A which is gulf states.
"Based on the question about sweet, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What kind of food is not sweet?
A. dry
B. wet
C. bitter
D. nonsweet
E. decaying",the correct choice is C which is bitter.
"Based on the question about armoire, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where would you likely go to buy an armoire?
A. living room
B. furniture store
C. butcher shop
D. house
E. bedroom",the correct choice is B which is furniture store.
"Based on the question about car, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where do commuters usually move quickly?
A. road
B. freeway
C. city
D. race track
E. race",the correct choice is B which is freeway.
"Based on the question about cow, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
A cow is pretty boring, unless they jump over a moon in a what?
A. nursery rhyme
B. stable
C. rural area
D. meat farm
E. northern california",the correct choice is A which is nursery rhyme.
"Based on the question about feet, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Feet that have been in boots all day will what?
A. walk
B. hands
C. stay still
D. stink
E. sing",the correct choice is D which is stink.
"Based on the question about bookshelf, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where would you find many a bookshelf?
A. bedroom
B. library
C. book store
D. furniture store
E. ocean",the correct choice is B which is library.
"Based on the question about bbq, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What delta state is known for good bbq?
A. backyard
B. ribs
C. restaurant
D. louisiana
E. texas",the correct choice is D which is louisiana.
"Based on the question about stuffed animal, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
James got a stuffed animal from a UFO catcher machine.  Where might he have done this?
A. toy store
B. farm
C. children's room
D. amusement park
E. hall",the correct choice is D which is amusement park.
"Based on the question about strap, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
She needed help from a friend to over tighten the strap on her fancy what?
A. brassiere
B. strapline
C. chemise
D. brace
E. golf bag",the correct choice is A which is brassiere.
"Based on the question about harmonica, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
A harmonica might be the smallest instrument sold where?
A. blues band
B. rock band
C. pocket
D. music store
E. shop counter",the correct choice is D which is music store.
"Based on the question about playroom, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
James constructed a playroom for his children.   His place was small, so he put it in an unattached what?
A. preschool
B. indoor games
C. nursery school
D. building
E. big house",the correct choice is D which is building.
"Based on the question about forgiving, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
If I am forgiving, what might my conscience and sense of vengeance find?
A. respect
B. peace
C. good karma
D. new freedom
E. good heart",the correct choice is D which is new freedom.
"Based on the question about eyes, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
If your punched in the nose, your eyes will probably do what?
A. see work
B. glass over
C. see light
D. dry out
E. fill with tears",the correct choice is E which is fill with tears.
"Based on the question about bar, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
John was working late at night in a Casino.  When he got off work, he looked for a bar but couldn't find one.  Where might he go instead?
A. restaurant
B. nightclub
C. las vegas
D. atlantic city
E. new york city",the correct choice is B which is nightclub.
"Based on the question about preserve, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Upon discovering the remains of the lost city, what did archaeologists try to preserve?
A. use
B. rot
C. waste
D. ruin
E. decay",the correct choice is D which is ruin.
"Based on the question about obey, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Even though they were never told or forced to obey, the people still fashionably claimed they what?
A. resist
B. respect
C. violate
D. defy
E. rebel",the correct choice is A which is resist.
"Based on the question about plane ticket, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where would a business man keep a plane ticket with other documents?
A. briefcase
B. boarding plane
C. airport
D. pocket
E. shirt sleeve",the correct choice is A which is briefcase.
"Based on the question about debt, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
When running a business what is the opposite of debt?
A. misery
B. savings
C. surplus
D. lend
E. profit",the correct choice is E which is profit.
"Based on the question about chocolate, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where would you get some chocolate if you want to bake a cake?
A. box
B. supermarket
C. chicken stall
D. restaurant
E. movies",the correct choice is B which is supermarket.
"Based on the question about going public, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
If you were going public outing and heart was racing what are you feeling?
A. pain
B. embarrassment
C. panic
D. sorrow
E. tired",the correct choice is C which is panic.
"Based on the question about program, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
It was time for her favorite program, she got comfortable and turned on the what?
A. concert
B. opera
C. computer
D. television
E. lamp",the correct choice is D which is television.
"Based on the question about boredom, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
How might one conquer boredom by controlling the destiny of imaginary kingdoms?
A. play chess
B. read
C. play cards
D. watch film
E. play games",the correct choice is A which is play chess.
"Based on the question about business, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What kind of business would you make if you want to help people?
A. nonprofit
B. art
C. pyramid scheme
D. pleasure
E. personal",the correct choice is A which is nonprofit.
"Based on the question about neighbor, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What draws ground water away from your and your neighbor's yard?
A. house next door
B. next house
C. suburbs
D. ditch
E. trees",the correct choice is D which is ditch.
"Based on the question about humans, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Early humans would do what on the walls of caves?
A. lay eggs
B. draw pictures
C. make tools
D. compete with each other
E. eat fruit",the correct choice is B which is draw pictures.
"Based on the question about sun, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What grows well in the sun?
A. west
B. beach
C. beans
D. universe
E. plants",the correct choice is C which is beans.
"Based on the question about disk, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What can I use in order to play a disk in a portable device?
A. cd player
B. computer hard drive
C. music
D. data storage
E. computer store",the correct choice is A which is cd player.
"Based on the question about escape, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
The prisoner would often escape but he was also just as often what?
A. be imprisoned
B. being caught
C. being trapped
D. captured
E. stay in",the correct choice is B which is being caught.
"Based on the question about eating, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What is likely to happen from eating too much regularly?
A. getting full
B. getting fat
C. gas
D. satisfaction
E. gaining weight",the correct choice is E which is gaining weight.
"Based on the question about politicians, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where would you find politicians in London?
A. coffee house
B. washington d.c
C. talk nonsense
D. government
E. parliament",the correct choice is E which is parliament.
"Based on the question about grooming, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
A person who is constantly grooming is try to preserve their what?
A. late
B. injury
C. satisfaction
D. outfit
E. beauty",the correct choice is E which is beauty.
"Based on the question about memorize, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Jane need to memorize the section because she was expected to do what to it in class?
A. repeat
B. awake
C. concentrate
D. write out
E. act out",the correct choice is A which is repeat.
"Based on the question about main artery, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
The carotid is a main artery susceptible to damage where?
A. neck
B. face
C. busy city
D. torso
E. human body",the correct choice is A which is neck.
"Based on the question about ranch house, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
The ranch house overlooked unobscured mountains and valleys, where was it located?
A. subdivision
B. montana
C. countryside
D. metropolis
E. desert",the correct choice is C which is countryside.
"Based on the question about fire extinguisher, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where would you put a fire extinguisher if there is only one floor in your house and you cannot cook food in your house?
A. kitchen
B. garage
C. outside
D. house
E. stairwell",the correct choice is B which is garage.
"Based on the question about beautiful, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
It could have been a beautiful day, but what stopped the sun from shining?
A. cloudy
B. grotesque
C. evil
D. hideous
E. ugly",the correct choice is A which is cloudy.
"Based on the question about round brush, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
If you brush your hair while bathing what is a good place to store a round brush?
A. kitchen
B. shower
C. department store
D. art supplies
E. hair salon",the correct choice is B which is shower.
"Based on the question about sleeping, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What cannot happen to you while you are sleeping?
A. have fun
B. dreams
C. nightmares
D. relaxation
E. bad dreams",the correct choice is A which is have fun.
"Based on the question about person, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Sally knows a person who works at a distillery.  He takes public transportation to his job every day. What is his job?
A. catch cold
B. wear jeans
C. take bus
D. eat cake
E. make wine",the correct choice is E which is make wine.
"Based on the question about mat, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
They got their kid a nice new play mat, they put it in front of the TV in the where?
A. pool
B. bathroom
C. school
D. living room
E. doorway",the correct choice is D which is living room.
"Based on the question about acoustic guitar, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where might a person play an acoustic guitar at a birthday party?
A. studio
B. at funeral place
C. house
D. music shop
E. closet",the correct choice is C which is house.
"Based on the question about flooring, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
The man put flooring in above his garagge, what was he looking to make?
A. loft
B. bedroom
C. house
D. kitchen
E. home depot",the correct choice is A which is loft.
"Based on the question about egg, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What should my family and I look into getting if we don't want an egg from the supermarket?
A. farm
B. henhouse
C. chicken coop
D. plate
E. bird's nest",the correct choice is B which is henhouse.
"Based on the question about want, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
The child was lonely, what did he want from his parents?
A. overabundance
B. comprehensive
C. plentitude
D. superabundance
E. presence",the correct choice is E which is presence.
"Based on the question about map, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where are you likely to find a lot of maps?
A. amusement park
B. drawing
C. atlas
D. backpack
E. classroom",the correct choice is C which is atlas.
"Based on the question about quality, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Sean was in a trouble.  His clothes were not high quality. In fact, they were very what?
A. bad taste
B. crummy
C. poor workmanship
D. cheap
E. ripped",the correct choice is D which is cheap.
"Based on the question about people, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What happens to people if they are having difficulties?
A. need each other
B. own things
C. sleep together
D. go for parties
E. pay bills",the correct choice is A which is need each other.
"Based on the question about going to play, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
She looked at all the noisy flashing one-armed bandits, if she was going to play she was going to be what?
A. saving money
B. spending money
C. being entertained
D. intermission
E. sleepiness",the correct choice is B which is spending money.
"Based on the question about leaf, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Billy was searching for leaves to add to his collection.  Where might he have looked for them?
A. compost pile
B. floral arrangement
C. trees
D. bathroom
E. forrest",the correct choice is E which is forrest.
"Based on the question about snake, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What extremely large southern area in the U.S. has venomous snakes?
A. western texas
B. feild
C. amazon river
D. high grass
E. falling down",the correct choice is A which is western texas.
"Based on the question about side, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Billy couldn't pick a side against a friend, so he stood where?
A. angle
B. in between
C. front back
D. toeside
E. center",the correct choice is B which is in between.
"Based on the question about index card, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
He needed a stapler and index card, he figure where would be the best place to purchase them?
A. oral report
B. book store
C. library
D. card catalogue
E. office supply store",the correct choice is E which is office supply store.
"Based on the question about idiots, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Some idiots die of dehydration because they spend too much time playing games.  Where might someone play games so much?
A. bar
B. sporting event
C. hockey game
D. baseball field
E. internet cafe",the correct choice is E which is internet cafe.
"Based on the question about dental office, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where would a dental office be furthest in the direction of the side that won the Civil War?
A. michigan
B. city
C. hospital
D. minnesota
E. state",the correct choice is A which is michigan.
"Based on the question about people, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Sometimes people seem like robots, but really we're all just what?
A. stupid
B. inhumane
C. human
D. dangerous
E. strange",the correct choice is C which is human.
"Based on the question about sunshine, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
James walked barefoot on a something that was made hot by sunshine. What is he probably walking on?
A. desktop
B. summer
C. moon
D. meadow
E. street",the correct choice is E which is street.
"Based on the question about window, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What high rise is often made of windows?
A. warehouse
B. friend's house
C. building
D. space shuttle
E. wall",the correct choice is C which is building.
"Based on the question about bee, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
From state to state gardeners appreciate the bee, it is a popular pollinator where?
A. united states
B. apiary
C. michigan
D. trees
E. field of flowers",the correct choice is A which is united states.
"Based on the question about cars, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where are beautiful cars often found?
A. bridge
B. car show
C. freeway
D. parking lot
E. race track",the correct choice is B which is car show.
"Based on the question about sofa bed, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
They frequently had guests stay over, so even though it wasn't the exact style they wanted they decided on a sofa bed for the what?
A. hotel
B. roof
C. basement
D. living room
E. horseradish",the correct choice is D which is living room.
"Based on the question about illness, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What type of person usually gets an illness?
A. beach
B. elderly person
C. stomach
D. hospital
E. body",the correct choice is B which is elderly person.
"Based on the question about contraceptive device, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What will a contraceptive device avoid the creation of?
A. person
B. drug store
C. pharmacy
D. drugstore
E. children",the correct choice is A which is person.
"Based on the question about person, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
A person who studies constantly is trying to do what?
A. own house
B. know everything
C. make more money
D. spare time
E. show off",the correct choice is B which is know everything.
"Based on the question about moving car, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What causes a moving car?
A. gas
B. accidents
C. ticket
D. traffic accident
E. driving",the correct choice is E which is driving.
"Based on the question about water, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Water turns turbines in what type of structure?
A. hydroelectric dam
B. puddle
C. sump pump
D. underground stream
E. sink",the correct choice is A which is hydroelectric dam.
"Based on the question about two people, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
If two people have a common goal how can they accomplish that goal?
A. agree with each other
B. work together
C. make love
D. have fun
E. shake hands",the correct choice is B which is work together.
"Based on the question about program, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
He was going to be working from home, he began to install the program on his what?
A. speaker
B. television
C. theater
D. opera
E. computer",the correct choice is E which is computer.
"Based on the question about action figure, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where could you see someone pretending to be an action figure but not trying to sell action figures?
A. bathtub
B. theater
C. museum
D. store4
E. toy store",the correct choice is B which is theater.
"Based on the question about candy, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where can you store candy to keep it from going stale?
A. trunk of car
B. jar
C. movies
D. disneyland
E. supermarket",the correct choice is B which is jar.
"Based on the question about coin, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Where will my kid put their coin in their room?
A. piggy bank
B. wishing well
C. parking meter
D. under pillow
E. change purse",the correct choice is A which is piggy bank.
"Based on the question about science, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Science is a difficult subject.  What's a purer subject?
A. faith
B. astronomy
C. discovery
D. arts
E. math",the correct choice is E which is math.
"Based on the question about grocery store, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
If there is a grocery store nearby it is in your what?
A. neck of the woods
B. town
C. shopping center
D. neighborhood
E. street",the correct choice is D which is neighborhood.
"Based on the question about fiddling, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
If someone is fiddling a fiddle at random, what song are they likely to play next?
A. dancing about
B. unpredictable
C. being happy
D. troubles
E. they play cricket",the correct choice is B which is unpredictable.
"Based on the question about socialising, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
Some people really enjoy others, for them socialising is a way of what?
A. anxiety
B. become more popular
C. become popular
D. meeting new people
E. having fun",the correct choice is E which is having fun.
"Based on the question about tissue holder, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
The man asked to have a tissue holder installed at the dealership, where did they put it?
A. convenient spot
B. bathroom or bedroom
C. office
D. airplane
E. car",the correct choice is E which is car.
"Based on the question about beaver, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
What kind of place does a beaver call home?
A. ontario
B. zoo
C. marshland
D. woodlands
E. canada",the correct choice is D which is woodlands.
"Based on the question about buying christmas presents, analyze each option and select the most appropriate answer. Please provide a final answer to the question.
If you wait until the last minute when buying christmas presents what are you likely to experience?
A. debt
B. pleasure
C. good cheer
D. lack of money
E. stress",the correct choice is E which is stress.
